"","TDATE","PNAME","PCODE","TCODE","REGION_CODE","ZSP_CODE","P_VC_UNREG_AVG","P_NC_UNREG_AVG"
"11963",2014-02-01,"ООО ""Алексинэнергосбыт""","ALEKSNSB","PALEKSB1","70","FZZNOE24",1168.45,188494.59
"11964",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN1","01","FZSBOE01",742.01,160325.44
"11965",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN2","01","FZSBBB06",742.35,327901.09
"11966",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN3","01","FZSBBB06",742.47,324934.52
"11967",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN4","01","FZSBBB06",844.21,335327.41
"11968",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN5","01","FZSBOE01",752.97,153873.9
"11969",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN6","01","FZSBBB06",739.42,329786.31
"11970",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN7","01","FZSBBB06",799.31,330992.94
"11971",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN8","01","FZSBBB06",737.62,323749.25
"11972",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKREN9","01","FZSBBB06",797.59,327421.51
"11973",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKRE10","01","FZSBBB06",828.87,327817.76
"11974",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKRE11","01","FZSBBB06",750.26,328319.62
"11975",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKRE12","01","FZSBOE01",745.85,162767.77
"11976",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKRE13","01","FZSBBB06",735.31,320602.19
"11977",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKRE14","01","FZSBBB06",780.91,335335.89
"11978",2014-02-01,"ОАО ""Алтайкрайэнерго""","ALTAIKEN","PALKRE15","01","FZSBBB06",746.85,320468.26
"11979",2014-02-01,"ОАО ""Алтайэнергосбыт""","ALTAENSB","PALTENER","01","FZSBOE01",755.83,307378.07
"11980",2014-02-01,"ОАО ""Алтайэнергосбыт""","ALTAENSB","PALTRESP","84","FZSBBB06",836.71,309074.61
"11981",2014-02-01,"ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK1","47","FZSZKO28",830.13,276952.22
"11982",2014-02-01,"ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK2","47","FZSZKO28",980.93,278757.3
"11983",2014-02-01,"ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK3","47","FZSZKO28",979.49,279061.56
"11984",2014-02-01,"ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK4","47","FZSZKO28",999.22,279672.46
"11985",2014-02-01,"ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK5","47","FZSZKO28",981.79,276660.44
"11986",2014-02-01,"ООО ""Арктик-энерго""","ARCTIKEN","PARKTIK6","47","FZSZKO28",1004.02,266491.6
"11987",2014-02-01,"ОАО ""Астраханская энергосбытовая компания""","ASTRHENE","PASTRHEN","12","FZYUAS18",1100.82,277353.16
"11988",2014-02-01,"ЗАО ""БЭЛС"" (г.Балашиха)","BALASHEL","PBALEST1","46","FZZMSK26",1135.1,266800.77
"11989",2014-02-01,"ОАО ""БГЭС"" (г.Барнаул)","BARNGORS","PBARELS1","01","FZSBBB06",752.61,320072.63
"11990",2014-02-01,"ООО ""ЭСКБ""","BASHKESK","PBASHENE","80","FZUROE07",1146.27,292608.31
"11991",2014-02-01,"ОАО ""Белгородэнергосбыт""","BELGOREN","PBELGORE","14","FZZNOE24",1140.19,280301.62
"11992",2014-02-01,"МУП ""БЭСО"" Борисоглебского городского округа Воронежской области","MPBORISO","PBORESB1","20","FZZNOE24",1194.75,261781.23
"11993",2014-02-01,"ОАО ""МРСК Центра""","MRSKCENT","PBRYANEN","15","FZZNOE24",1147.92,264695.45
"11994",2014-02-01,"ОАО ""Будённовскэнергосбыт""","BUDELSET","PBUDGORS","07","FZYUOE16",1437.27,273815.67
"11995",2014-02-01,"ОАО ""МРСК Сибири""","MRSKSIBR","PBURYATE","81","FZSBOE01",714.99,360936.83
"11996",2014-02-01,"ОАО ""Челябэнергосбыт""","CHELENER","PCHELENE","75","FZUROE07",1098.62,290598.56
"11997",2014-02-01,"ОАО ""Читаэнергосбыт""","CHITAENE","PCHITAEN","76200","FZSBOE01",667.88,441405.37
"11998",2014-02-01,"ОАО ""Чувашская энергосбытовая компания""","CHUVENER","PCHUVENE","97","FZURKR12",1182.61,278317.14
"11999",2014-02-01,"ОАО ""Дагестанская энергосбытовая компания""","DAGESBYT","PDAGENER","82","FZYUDA23",613.28,261762.46
"12001",2014-02-01,"ОАО ""ЕЭнС"" (г.Екатеринбург)","EKATSBKO","PEKELSK1","65","FZUROE07",1082.8,290643.1
"12002",2014-02-01,"ОАО ""Электросеть"" (г.Мытищи)","ELSETMYT","PELSETMT","46","FZZMSK26",1105.54,267287.16
"12004",2014-02-01,"ООО ""Энергокомфорт"". Карелия""","EKOMFORT","PENKOMF1","86","FZSZOE27",1038.12,261825.07
"12005",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","PESVMF01","41","FZSZOE27",1022.8,256991.32
"12006",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","PESVMF02","41","FZSZOE27",1024.65,268825.07
"12007",2014-02-01,"ОАО ""ГОРЭЛЕКТРОСЕТЬ"" (г.Кисловодск)","GORELKIS","PGELESKS","07","FZYUOE16",1540.58,275018.43
"12008",2014-02-01,"ОАО ""Горэлектросеть"" г.Невинномысск","NEVNGORS","PGELSNV1","07","FZYUOE16",1372.97,272759.89
"12009",2014-02-01,"ОАО ""Горэлектросеть"" г.Невинномысск","NEVNGORS","PGELSNV2","07","FZYUOE16",1402.19,266349.84
"12010",2014-02-01,"МП ""ГЭС"" (г.Ханты-Мансийск)","HANTGORS","PGORESHM","71","FZURTU08",890.54,275576.78
"12011",2014-02-01,"ОАО ""Хакасэнергосбыт""","HAKASENE","PHAKASEN","95","FZSBOE01",714.06,141467.5
"12012",2014-02-01,"ОАО ""Ингушэнерго""","INGUSHEN","PINGUSHE","26","FZYUOE16",592.68,246979.56
"12017",2014-02-01,"ООО ""Иркутскэнергосбыт""","IRKUTSBT","PIRKUTEN","25","FZSBOE01",659.19,147092.41
"12018",2014-02-01,"МУП ""Ивантеевские Электросети""","IVELSETI","PIVANTES","46","FZZMSK26",1130.94,267945.82
"12019",2014-02-01,"ОАО ""МРСК Центра и Приволжья""","MRSKCPRV","PIVENERG","24","FZZNOE24",1135.68,262330.29
"12020",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENSK1","24","FZZNOE24",1167.7,244697.54
"12021",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENSK2","24","FZZNOE24",1143.49,245914.79
"12022",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENSK3","24","FZZNOE24",1153.04,249577.98
"12023",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENSK4","24","FZZNOE24",1190.94,247068.23
"12024",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENSK5","24","FZZNOE24",1184.14,242066.88
"12025",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENSK6","24","FZZNOE24",1187.54,233753.87
"12026",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENSK7","24","FZZNOE24",1134.43,241897.23
"12027",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENSK8","24","FZZNOE24",1150.05,247642.18
"12028",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENSK9","24","FZZNOE24",1151.92,237206.91
"12029",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENS10","24","FZZNOE24",1152.06,242118.01
"12030",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENS11","24","FZZNOE24",1158.29,246894.81
"12031",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENS12","24","FZZNOE24",1181.89,246441.97
"12032",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENS13","24","FZZNOE24",1219.53,255103.99
"12033",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENS14","24","FZZNOE24",1154.28,251358.81
"12034",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENS15","24","FZZNOE24",1179.72,233726.94
"12035",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENS16","24","FZZNOE24",1229.84,247858.56
"12036",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENS17","24","FZZNOE24",1152.63,244325.15
"12037",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENS18","24","FZZNOE24",1134.52,244635.42
"12038",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENS19","24","FZZNOE24",1227.56,232044.42
"12039",2014-02-01,"ООО ""Ивановоэнергосбыт""","IVENERSK","PIVENS20","24","FZZNOE24",1137.18,248698.94
"12040",2014-02-01,"ОАО ""Каббалкэнерго""","KABBAGEN","PKABBAGE","83","FZYUOE16",515.09,234354.26
"12041",2014-02-01,"ОАО ""Калмэнергосбыт""","KALMENER","PKALMENE","85","FZYUKU20",1236.95,268503.08
"12042",2014-02-01,"ОАО ""Калужская сбытовая компания""","KALUGENE","PKALUGEN","29","FZZNOE24",1155.87,262437.61
"12043",2014-02-01,"ОАО ""Карельская энергосбытовая компания""","KARELENE","PKARELEN","86","FZSZOE27",1008.83,276086.4
"12044",2014-02-01,"ОАО ""Карачаево-Черкесскэнерго""","KCHERKEN","PKCHERKE","91","FZYUOE16",507.66,299483.03
"12045",2014-02-01,"ОАО ""Кировэнергосбыт""","KIROVENE","PKIROVEN","33","FZURKR12",1160.41,278957.71
"12046",2014-02-01,"ОАО ""МРСК Северо-Запада""","MRSKSEVZ","PKOLENER","47","FZSZKO28",911.19,269782.14
"12047",2014-02-01,"ОАО ""Королевская электросеть СК""","KOROLSET","PKORELS1","46","FZZMSK26",1121.31,269448.25
"12048",2014-02-01,"ОАО ""Костромская сбытовая компания""","KOSTRENE","PKOSTREN","34","FZZNOE24",1128.19,271426.16
"12049",2014-02-01,"ОАО ""КЭС"" (г.Красногорск)","KRASNGOR","PKRAELS1","46","FZZMSK26",1120.87,268843.67
"12050",2014-02-01,"ОАО ""Красноярскэнергосбыт""","KRASNOEN","PKRASNEN","04","FZSBOE01",682.86,143594.22
"12051",2014-02-01,"ОАО ""Кубаньэнергосбыт""","KUBANESK","PKUBANEN","03","FZYUKU20",1391.19,274042.86
"12052",2014-02-01,"ОАО ""ЭК ""Восток""","ESVOSTOK","PKURGANE","37","FZUROE07",1040.02,316971.97
"12053",2014-02-01,"ОАО ""МРСК Центра""","MRSKCENT","PKURSKEN","38","FZZNOE24",1108.49,265714.16
"12054",2014-02-01,"ОАО ""Кузбассэнергосбыт""","KUZBSBYT","PKUZBENE","32","FZSBOE01",732.89,152258.45
"12055",2014-02-01,"ОАО ""Петербургская сбытовая компания""","LENENERG","PLENENER","41","FZSZOE27",1042.58,268734.3
"12056",2014-02-01,"ООО ""ГЭСК"" (г.Липецк)","GORODESK","PLGORSB1","42","FZZNOE24",1169.94,240503.93
"12059",2014-02-01,"ОАО ""ЛЭСК"" (г.Липецк)","LIPECKEN","PLIPECKE","42","FZZNOE24",1152.71,242324.28
"12060",2014-02-01,"ООО ""МЭК"" (г.Магнитогорск)","MAGNENKO","PMAGENKO","75","FZUROE07",1112.52,294615.17
"12061",2014-02-01,"ОАО ""Мариэнергосбыт""","MARIENER","PMARIENE","88","FZURKR12",1179.47,277973.49
"12062",2014-02-01,"ООО ""Металлэнергофинанс""","METALENE","PMETALEN","32","FZSBOE01",749.54,180172.18
"12063",2014-02-01,"ОАО ""Мордовская энергосбытовая компания""","MORDOVEN","PMORDOVE","89","FZVLOE13",1192.51,269953.78
"12064",2014-02-01,"ОАО ""Мосэнергосбыт""","MOSENERG","PMOSENER","46","FZZNOE24",1123.51,267094.08
"12065",2014-02-01,"ООО ""ЭНЕРГОСБЫТХОЛДИНГ""","RUSENSBM","PMRUSGD1","46","FZZMSK26",1141.63,268799.82
"12066",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA1","03","FZYUKU20",1421.18,272934.78
"12067",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA2","03","FZYUKU20",1384.14,268903.14
"12068",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA3","03","FZYUKU20",1370.59,270249.13
"12069",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA4","03","FZYUKU20",1363.21,269194.75
"12070",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA5","03","FZYUKU20",1415.66,269240.77
"12071",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA6","03","FZYUKU20",1378.35,270071.25
"12072",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA7","03","FZYUKU20",1331.77,273464.76
"12073",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA8","03","FZYUKU20",1426.11,272757.36
"12074",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKRA9","03","FZYUKU20",1403.23,271855.27
"12075",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR10","03","FZYUKU20",1480.87,268771.55
"12076",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR11","03","FZYUKU20",1411.71,270678.93
"12077",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR12","03","FZYUKU20",1425.93,269230.74
"12078",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR13","03","FZYUKU20",1357.71,270052.07
"12079",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR14","03","FZYUKU20",1404.68,271359.54
"12080",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR15","03","FZYUKU20",1411.51,272212.2
"12081",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR16","03","FZYUKU20",1391.12,273883.53
"12082",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR17","03","FZYUKU20",1470.92,269682.63
"12083",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR18","03","FZYUKU20",1338.98,272640.24
"12084",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR19","03","FZYUKU20",1355.21,270700
"12086",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR21","03","FZYUKU20",1431.65,267726.72
"12087",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR22","03","FZYUKU20",1422.76,269836.08
"12088",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR23","03","FZYUKU20",1433.6,269085.21
"12089",2014-02-01,"ОАО ""НЭСК"" (г.Краснодар)","NESKKRSN","PNESKR25","03","FZYUKU20",1453.03,276548.3
"12090",2014-02-01,"ОАО ""Нижегородская сбытовая компания""","NIGNOVEN","PNIGNOVE","22","FZZNOE24",1179.49,265902.64
"12091",2014-02-01,"ООО ""НЭСК"" (г.Новомосковск)","NOVMOSSK","PNOMESK1","70","FZZNOE24",1163.83,186525.25
"12098",2014-02-01,"ООО ""Гарантэнергосервис""","GARENERC","PNOVGORE","49","FZSZOE27",1068.79,273551.93
"12099",2014-02-01,"ОАО ""Новосибирскэнергосбыт""","SBRENERG","PNOVOSIB","50","FZSBOE01",732.05,194784.34
"12100",2014-02-01,"ООО ""НУЭСК"" (г.Новоуральск)","NOVOYRAL","PNUESBK1","65","FZUROE07",1062.61,283908.22
"12101",2014-02-01,"ОАО ""Нурэнерго""","NURENERG","PNURENER","96","FZYUOE16",612.31,225383.78
"12102",2014-02-01,"ООО ""НЭСКО"" (г.Нижневартовск)","OOONESKO","PNVAREK1","71","FZURTU08",923.16,282008.74
"12103",2014-02-01,"ОАО ""Обеспечение РФЯЦ-ВНИИЭФ""","OBESPRFC","POBESPE1","22","FZZNOE24",1152.2,264757.3
"12104",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO14","53","FZUROE07",1074.38,288920.87
"12105",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO15","53","FZUROE07",1080.55,281588.95
"12106",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO16","53","FZUROE07",1120.27,275015.61
"12107",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO17","53","FZUROE07",1278.86,244748.65
"12108",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO18","53","FZUROE07",1068.67,290531.42
"12109",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO21","46","FZZMSK26",1144.72,269656.18
"12110",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO22","46","FZZMSK26",1112.76,266798.41
"12111",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO23","17","FZZNOE24",1142.71,270378.3
"12112",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO24","25","FZSBOE01",900.37,0
"12113",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO25","94","FZURKR12",1244.71,273578.65
"12114",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO30","41","FZSZOE27",1069.22,273367.39
"12115",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO31","63","FZVLBS15",1034.97,271600.81
"12116",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO32","63","FZVLBS15",1048.92,282262.45
"12117",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO33","63","FZVLBS15",1067.28,267925.34
"12118",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO34","63","FZVLBS15",1103.28,256115.3
"12119",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO35","25","FZSBOE01",669.4,-130528.07
"12120",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO39","46","FZZMSK26",1112.44,266939.86
"12121",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO40","46","FZZMSK26",1103.77,269682.96
"12122",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO41","17","FZZNOE24",1140.58,261996.36
"12123",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO42","41","FZSZOE27",1204.16,266436.23
"12124",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO43","42","FZZNOE24",1160.09,247046.03
"12125",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO44","20","FZZNOE24",1169.95,274153.62
"12126",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO45","71","FZURTU08",1007.89,260978.8
"12127",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO46","71","FZURTU08",998.4,271477.68
"12128",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO47","46","FZZMSK26",1136.64,272950.19
"12129",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO48","46","FZZMSK26",1160.5,262356.93
"12130",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO50","94","FZURKR12",1153.81,282991.97
"12131",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO51","01","FZSBBB06",735.5,333994.59
"12132",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO52","42","FZZNOE24",1148.3,239169.98
"12133",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO53","03","FZYUKU20",1379.46,265643.49
"12134",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO55","63","FZVLBS15",1125.11,270696.8
"12135",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO56","71","FZURTU08",999.72,278580.44
"12136",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO57","71","FZURTU08",1001.1,260861.03
"12137",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO58","15","FZZNOE24",1163.15,348346.45
"12138",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO59","88","FZURKR12",1158.04,280444.78
"12139",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO61","29","FZZNOE24",1156.18,349334.25
"12140",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO62","15","FZZNOE24",1125.28,346968.47
"12141",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO63","29","FZZNOE24",1165.04,286335.44
"12142",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO64","17","FZZNOE24",1136,246153.54
"12143",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO65","17","FZZNOE24",1154.88,233907.14
"12144",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO66","29","FZZNOE24",1164.78,329412.57
"12145",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO67","63","FZVLBS15",1045.77,281779.43
"12146",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO68","46","FZZMSK26",1149.3,250857.37
"12147",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO69","29","FZZNOE24",1185.03,344583.07
"12148",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO70","63","FZVLBS15",1147.2,281046.1
"12149",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO71","03","FZYUKU20",1363.85,284240.76
"12150",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO72","46","FZZMSK26",1177.72,314222.41
"12151",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO73","46","FZZMSK26",1156.68,302736.98
"12152",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO74","46","FZZMSK26",1173.23,302788.74
"12153",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO75","03","FZYUKU20",1395.97,268827.38
"12154",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO76","01","FZSBBB06",746.78,335852.3
"12155",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO77","63","FZVLBS15",1088.16,281484.71
"12156",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO79","22","FZZNOE24",1195.79,337544.95
"12157",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO81","15","FZZNOE24",1124.32,339999.4
"12158",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO82","15","FZZNOE24",1190.94,313307.96
"12159",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO83","52","FZSBOM03",789.19,217450.71
"12160",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO84","52","FZSBOM03",827.2,219345.29
"12161",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO86","20","FZZNOE24",1181.86,361575.51
"12162",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO87","03","FZYUKU20",1424.12,325277.11
"12163",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO88","22","FZZNOE24",1152.1,268852.86
"12164",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO90","41","FZSZOE27",1013.22,268092.04
"12165",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO91","46","FZZMSK26",1114.8,272650.06
"12166",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO92","25","FZSBOE01",677.74,134593.73
"12167",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO93","76200","FZSBCH04",704,625223.41
"12168",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO94","36","FZVLOE13",1107.1,327408.39
"12169",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO96","46","FZZMSK26",1139.96,318509.06
"12170",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO97","95","FZSBOE01",792.3,226236.79
"12171",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO98","46","FZZMSK26",1211.1,306205.65
"12172",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBORO99","41","FZSZOE27",1031.1,249610
"12173",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR100","41","FZSZOE27",1292.88,224079.97
"12174",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR102","17","FZZNOE24",1155.48,338676.07
"12175",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR103","17","FZZNOE24",1124.23,336724.11
"12176",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR104","29","FZZNOE24",1184.11,346366.87
"12177",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR106","29","FZZNOE24",1155.19,352399.93
"12178",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR108","49","FZSZOE27",1039.98,118946.97
"12179",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR109","63","FZVLBS15",1058.46,343998.86
"12180",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR110","28","FZZNOE24",1068.64,360487.31
"12181",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR111","63","FZVLBS15",1068.37,360235.71
"12182",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR113","52","FZSBOM03",780.6,216780.43
"12183",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR114","36","FZVLOE13",1100.65,333771.67
"12184",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR115","71","FZURTU08",1241.41,236314.53
"12185",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR116","46","FZZMSK26",1175.53,258536.49
"12186",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR118","46","FZZMSK26",1122.51,306300.33
"12187",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR119","17","FZZNOE24",1096.98,340036.81
"12188",2014-02-01,"ОАО ""Оборонэнергосбыт""","OBORONSB","POBOR123","25","FZSBOE01",715.27,215584.05
