TDATE;PCODE;PNAME;REGION_CODE;TCODE;P_NC_UNREG_AVG
2011-02-01;EKATSBKO;"ОАО ""Екатеринбургэнергосбыт""";65;PEKELSK1;222098.82316
2011-02-01;ELSETMYT;"ОАО ""Электросеть"" (г.Мытищи)";46;PELSETMT;261222.30071
2011-02-01;EKOMFORT;"ООО ""Энергокомфорт"". Карелия""";86;PENKOMF1;286320.57426
2011-02-01;OAO470ES;"ОАО ""470 Электрическая сеть""";41;PESVMF01;291216.93375
2011-02-01;OAO470ES;"ОАО ""470 Электрическая сеть""";41;PESVMF02;291066.13484
2011-02-01;GORELKIS;"ОАО ""ГОРЭЛЕКТРОСЕТЬ"" (г.Кисловодск)";07;PGELESKS;221990.97016
2011-02-01;NEVNGORS;"ОАО ""Горэлектросеть"" г.Невинномысск";07;PGELSNV1;213577.05929
2011-02-01;NEVNGORS;"ОАО ""Горэлектросеть"" г.Невинномысск";07;PGELSNV2;216903.73888
2011-02-01;HANTGORS;"МП ""Городские электрические сети"" (г.Ханты-Мансийск)";71;PGORESHM;222756.09536
2011-02-01;HAKASENE;"ОАО ""Хакасэнергосбыт""";95;PHAKASEN;91866.020026
2011-02-01;INGUSHEN;"ОАО ""Ингушэнерго""";26;PINGUSHE;191475.2622
2011-02-01;IRKUTSBT;"ООО ""Иркутская Энергосбытовая компания""";25;PIRKUTEN;127113.21482
2011-02-01;IVELSETI;"МУП ""Ивантеевские Электросети""";46;PIVANTES;258541.26491
2011-02-01;IVENERGO;"ОАО ""Ивановская энергосбытовая компания""";24;PIVENERG;223189.91592
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS10;217120.04976
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS11;219475.86915
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS12;222884.00823
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS13;217819.29216
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS14;221407.34868
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS15;224351.36165
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS16;220526.18934
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS17;221054.71037
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS18;220273.64588
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS19;233266.82561
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENS20;215119.49125
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK1;218062.88772
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK2;216890.847
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK3;219571.75772
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK4;250331.9532
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK5;220370.46567
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK6;208058.67649
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK7;222955.75899
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK8;218556.80661
2011-02-01;IVENERSK;"ООО ""Энергосетевая компания""";24;PIVENSK9;221712.43433
2011-02-01;KABBAGEN;"ОАО ""Каббалкэнерго""";83;PKABBAGE;170283.07115
2011-02-01;KALMENER;"ОАО ""Калмэнергосбыт""";85;PKALMENE;217469.99902
2011-02-01;KALUGENE;"ОАО ""Калужская сбытовая компания""";29;PKALUGEN;222252.51541
2011-02-01;KARELENE;"ОАО ""Карельская энергосбытовая компания""";86;PKARELEN;293297.4553
2011-02-01;KCHERKEN;"ОАО ""Карачаево-Черкесскэнерго""";91;PKCHERKE;223544.57089
2011-02-01;KIROVENE;"ОАО ""Кировэнергосбыт""";33;PKIROVEN;214468.62537
2011-02-01;KOLENERG;"ОАО ""Кольская энергосбытовая компания""";47;PKOLENER;245311.38486
2011-02-01;KOROLSET;"ОАО ""Королевская электросеть СК""";46;PKORELS1;261423.75038
2011-02-01;KOSTRENE;"ОАО ""Костромская сбытовая компания""";34;PKOSTREN;224701.25856
2011-02-01;KRASNGOR;"ОАО ""Красногорская электрическая сеть""";46;PKRAELS1;260829.37043
2011-02-01;KRASNOEN;"ОАО ""Красноярскэнергосбыт""";04;PKRASNEN;123314.00544
2011-02-01;KUBANESK;"ОАО ""Кубанская энергосбытовая компания""";03;PKUBANEN;243355.70216
2011-02-01;KURGENRG;"ОАО ""Энергосбыт"" (г.Курган)";37;PKURGANE;219451.76314
2011-02-01;KURSKENE;"ОАО ""Курская энергосбытовая компания""";38;PKURSKEN;226171.97033
2011-02-01;KUZBSBYT;"ОАО ""Кузбассэнергосбыт""";32;PKUZBENE;125821.89579
2011-02-01;LENENERG;"ОАО ""Петербургская сбытовая компания""";41;PLENENER;290779.267
2011-02-01;GORODESK;"ООО ""Городская энергосбытовая компания"" (г.Липецк)";42;PLGORSB1;212684.91744
2011-02-01;LIPECKEN;"ОАО ""Липецкая энергосбытовая компания""";42;PLIPECKE;220868.64469
2011-02-01;MAGNENKO;"ООО ""Магнитогорская энергетическая компания""";75;PMAGENKO;219504.70115
2011-02-01;MARIENER;"ОАО ""Мариэнергосбыт""";88;PMARIENE;246897.30992
2011-02-01;METALENE;"ООО ""Металлэнергофинанс""";32;PMETALEN;130985.56996
2011-02-01;MORDOVEN;"ОАО ""Мордовская энергосбытовая компания""";89;PMORDOVE;215161.08384
2011-02-01;MOSENERG;"ОАО ""Мосэнергосбыт""";46;PMOSENER;260625.45222
2011-02-01;RUSENSBM;"ООО ""РУСЭНЕРГОСБЫТ М""";46;PMRUSGD1;260951.53618
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR10;214470.56013
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR11;214392.09523
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR12;215038.42162
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR13;214304.92971
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR14;380727.5926
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR15;214091.92181
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR16;214075.37434
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR17;214198.02781
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR18;214122.54003
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR19;213839.54442
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR21;224544.98903
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR22;222662.0341
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR23;224041.51353
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKR25;209752.8424
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKRA1;223816.47414
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKRA2;213786.59189
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKRA3;214242.27864
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKRA4;214468.11473
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKRA5;224676.92862
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKRA6;215017.48421
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKRA7;214815.22881
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKRA8;223871.74291
2011-02-01;NESKKRSN;"ОАО ""НЭСК""";03;PNESKRA9;214023.45175
2011-02-01;NIGNOVEN;"ОАО ""Нижегородская сбытовая компания""";22;PNIGNOVE;224978.00714
2011-02-01;NOVMOSSK;"ООО ""Новомосковская энергосбытовая компания""";70;PNOMESK1;221024.68914
2011-02-01;NOVGOREN;"ОАО ""Новгородская энергосбытовая компания""";49;PNOVGORE;293824.28737
2011-02-01;SBRENERG;"ОАО ""СибирьЭнерго""";50;PNOVOSIB;126716.35817
2011-02-01;NOVOYRAL;"ООО ""Новоуральская энергосбытовая компания""";65;PNUESBK1;219380.31384
2011-02-01;NURENERG;"ОАО ""Нурэнерго""";96;PNURENER;173927.96249
2011-02-01;OOONESKO;"ООО ""Нижневартовская Энергосбытовая компания""";71;PNVAREK1;229090.66664
2011-02-01;OBESPRFC;"ОАО ""Обеспечение РФЯЦ-ВНИИЭФ""";22;POBESPE1;222172.81485
2011-02-01;ISTRSETI;"МУП ""Объединение ""Истринские Электросети""";46;POISTRS1;264861.83191
2011-02-01;ISTRSETI;"МУП ""Объединение ""Истринские Электросети""";46;POISTRS2;265180.97847
2011-02-01;OMSKENER;"ОАО ""Омская энергосбытовая компания""";52;POMSKENE;162953.44367
2011-02-01;OMSKENER;"ОАО ""Омская энергосбытовая компания""";52;POMSKEZN;215643.51581
2011-02-01;ORELENER;"ОАО ""Орловская сбытовая компания""";54;PORELENE;225688.04264
2011-02-01;ORENBENE;"ОАО ""Оренбургэнергосбыт""";53;PORENBEN;219476.05719
2011-02-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL1;222942.3128
2011-02-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL2;217577.16614
2011-02-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL3;216751.66852
2011-02-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL4;217391.64908
2011-02-01;ORSELSBT;"ЗАО ""Оренбургсельэнергосбыт""";53;PORENSL5;217344.5231
2011-02-01;PENZAENE;"ОАО ""Пензенская энергосбытовая компания""";56;PPENZAEN;217084.09986
2011-02-01;PERMENER;"ОАО ""Пермская энергосбытовая компания""";57;PPERMENE;217297.68629
2011-02-01;PSKOVENE;"ОАО ""Псковэнергосбыт""";58;PPSKOVEN;291721.13391
2011-02-01;PYATELSE;"ОАО ""Пятигорские электрические сети""";07;PPYATELS;224231.24572
2011-02-01;REKKURSK;"ООО ""Региональная Энергосбытовая Компания""";38;PREKKUR1;221319.50052
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL10;290039.12249
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL11;298686.78862
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL12;302649.91764
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL13;298684.28837
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL14;292172.96768
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL15;294757.79023
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL16;317582.06478
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL17;306626.98051
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL18;290580.5196
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO1;301681.83211
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO2;199801.6578
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO3;297331.90225
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO4;306073.68462
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO5;293248.95164
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO6;287775.23176
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO7;308958.59557
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO8;284636.68624
2011-02-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO9;296899.48758
2011-02-01;ROSKOMEN;"ОАО ""Роскоммунэнерго""";65;PROSKOM1;229335.71962
2011-02-01;ROSTOVEN;"ОАО ""Энергосбыт Ростовэнерго""";60;PROSTOVE;215506.21081
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD01;220026.9824
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";89;PRUSGD03;212871.37306
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";33;PRUSGD07;214498.85919
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD13;221416.8446
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD24;222087.75986
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD25;220451.08242
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD26;223915.47681
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD27;221956.9388
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD29;221179.1215
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";12;PRUSGD35;213224.72651
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";46;PRUSGD36;261141.98583
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";22;PRUSGD37;223876.7593
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";53;PRUSGD38;220596.54885
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";63;PRUSGD39;214008.20538
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";75;PRUSGD40;220803.59238
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";78;PRUSGD47;220770.90312
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";34;PRUSGD49;221280.96743
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";25;PRUSGD52;129204.9644
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";47;PRUSGDKL;243268.09049
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";41;PRUSGDLE;288736.52029
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";86;PRUSGDRK;286292.16422
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";95;PRUSGDS2;101152.80465
2011-02-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";17;PRUSGDVL;222816.17508
2011-02-01;RYAZENGR;"ООО ""Рязанская городская муниципальная энергосбытовая компания""";61;PRYAZEL1;220958.01995
2011-02-01;RYAZENER;"ОАО ""Рязанская энергетическая сбытовая компания""";61;PRYAZENE;223693.67496
2011-02-01;SAMARAEN;"ОАО ""Самараэнерго""";36;PSAMARAE;214692.55431
2011-02-01;SAMGESGP;"ЗАО ""Самарагорэнергосбыт""";36;PSAMELS1;218033.69034
2011-02-01;SARATENE;"ОАО ""Саратовэнерго""";63;PSARATEN;214178.03695
2011-02-01;SARGORES;"ООО ""Саратовское предприятие городских электрических сетей""";63;PSARELS1;217988.56715
2011-02-01;SEVKAVEN;"ОАО ""Севкавказэнерго""";90;PSEVKAVE;220281.14125
2011-02-01;SMOLENER;"ОАО ""Смоленскэнергосбыт""";66;PSMOLENE;225516.50484
2011-02-01;STAVRENE;"ОАО ""Ставропольэнергосбыт""";07;PSTAVREN;229747.83389
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOM10;233235.32513
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOM11;225149.18435
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOM12;219457.4727
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOM13;219739.92364
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOM14;210570.76307
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOM15;193393.05199
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOM16;223180.87845
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOM17;217888.64124
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOM18;219624.18275
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOM19;220195.23312
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOM20;219211.35767
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOM21;219723.97309
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOME1;215448.90586
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOME2;222273.90911
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOME3;227723.46091
2011-02-01;STAVRKOM;"ГУП Ставропольского края ""Ставрополькоммунэлектро""";07;PSTKOME4;219876.58796
