TDATE;PCODE;PNAME;REGION_CODE;TCODE;P_NC_UNREG_AVG
2016-01-01;PERMENER;"ПАО ""Пермэнергосбыт""";57;PPERMENE;409473.05
2016-01-01;PSKOVENE;"ОАО ""Псковэнергосбыт""";58;PPSKOVEN;463332.81
2016-01-01;PYATELSE;"ОАО ""Пятигорские электрические сети""";07;PPYATELS;495752.18
2016-01-01;REKKURSK;"ООО ""РЭК""";38;PREKKUR1;416285.68
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL10;466297.84
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL11;464446.81
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL12;464158.18
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL13;467051.81
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL14;464042.27
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL15;460542.37
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL16;461897.39
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL17;466627.37
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL18;461438.34
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL27;466602.97
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL28;467947.11
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL30;461148.61
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL31;465774.86
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL32;482695.92
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSEL33;464470.78
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO1;464829.02
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO2;466674.9
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO3;464036.58
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO4;464679.77
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO5;463950.48
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO6;467761.96
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO7;464265.94
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO8;467569.54
2016-01-01;RKSENERG;"ООО ""РКС-энерго""";41;PRKSELO9;462793.1
2016-01-01;ROSKOMEN;"ОАО ""Роскоммунэнерго""";65;PROSKOM1;408461.53
2016-01-01;ROSTOVEN;"ПАО ""ТНС энерго Ростов-на-Дону""";60;PROSTOVE;522056.15
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD01;498254.33
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";89;PRUSGD03;419764.24
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";33;PRUSGD07;434585.56
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD13;488136.33
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD24;482093.37
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD25;493647.87
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD26;427886.59
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD27;483107.3
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";18;PRUSGD29;492897.9
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";12;PRUSGD35;467941.8
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";46;PRUSGD36;418660.07
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";22;PRUSGD37;418072.86
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";53;PRUSGD38;408083.21
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";63;PRUSGD39;414035.2
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";78;PRUSGD47;421988.74
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";34;PRUSGD49;421720.3
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";25;PRUSGD52;493383.52
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";47;PRUSGDKL;414659.61
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";41;PRUSGDLE;482552.77
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";86;PRUSGDRK;468045.35
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";95;PRUSGDS2;494365.26
2016-01-01;RUSENSBI;"ООО ""РУСЭНЕРГОСБЫТ""";17;PRUSGDVL;418593.19
2016-01-01;RYAZENGR;"ООО ""РГМЭК""";61;PRYAZEL1;433441.69
2016-01-01;RYAZENER;"ПАО ""РЭСК"" (г.Рязань)";61;PRYAZENE;435204.08
2016-01-01;SAMARAEN;"ПАО ""Самараэнерго""";36;PSAMARAE;416621.68
2016-01-01;SAMGESGP;"ЗАО ""СамГЭС"" (г.Самара)";36;PSAMELS1;412917.5
2016-01-01;SARATENE;"ПАО ""Саратовэнерго""";63;PSARATEN;414030.35
2016-01-01;SARGORES;"ООО ""СПГЭС""";63;PSARELS1;410376.59
2016-01-01;SEVKAVEN;"ПАО ""Севкавказэнерго""";90;PSEVKAVE;319807.91
2016-01-01;SEVEREKO;"ОАО ""Северная энергетическая компания""";71;PSEVKOM1;431205.32
2016-01-01;ATOMSBYT;"АО ""АтомЭнергоСбыт""";66;PSMOLENE;436988.37
2016-01-01;STAVRENE;"ПАО ""Ставропольэнергосбыт""";07;PSTAVREN;495400.4
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM10;486545.26
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM11;504090.13
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM12;502503.61
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM13;485065.08
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM14;493423.96
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM15;476148.93
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM16;492931.63
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM17;479290.2
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM18;491517.56
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM19;494312.03
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM20;487727.02
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOM21;484459.63
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME1;493380.77
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME2;494457.01
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME3;494461.64
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME4;499832.17
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME5;498283.45
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME6;495755.99
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME7;488731.46
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME8;485781.26
2016-01-01;STAVRKOM;"ГУП СК ""Ставрополькоммунэлектро""";07;PSTKOME9;485980.49
2016-01-01;ORENBENE;"ОАО ""ЭнергосбыТ Плюс""";65;PSVERDLE;411951.04
2016-01-01;TAMBOVEN;"ПАО ""Тамбовская энергосбытовая компания""";68;PTAMBOVE;437330.18
2016-01-01;TATENERG;"ОАО ""Татэнергосбыт""";92;PTATENER;424643.74
2016-01-01;GPTOLESB;"ОАО ""ТЭК"" (г.Тольятти)";36;PTEKOMP1;416434.85
2016-01-01;TOLLENSB;"ООО ""ТЭС"" (г.Тольятти)";36;PTOLESB1;409866.38
2016-01-01;TOLLENSB;"ООО ""ТЭС"" (г.Тольятти)";36;PTOLESB2;414908.43
2016-01-01;TOMSKENE;"ПАО ""Томскэнергосбыт""";69;PTOMSKEN;514801.08
2016-01-01;TOMSKENE;"ПАО ""Томскэнергосбыт""";69;PTOMSKES;423880.22
2016-01-01;TOSKTOSK;"ОАО ""ТОСК""";68;PTOSKOM1;434607.42
2016-01-01;TROIELST;"МУП ""Троицкая электросеть""";46;PTROELS1;416580.82
2016-01-01;TULAENSK;"АО ""ТНС энерго Тула""";70;PTULENER;436483.07
2016-01-01;TUMENENE;"ОАО ""Тюменская энергосбытовая компания""";71;PTUMENEN;429953.36
2016-01-01;ESVOSTOK;"АО ""ЭК ""Восток""";71;PTUMREG1;434074.2
2016-01-01;ESVOSTOK;"АО ""ЭК ""Восток""";71;PTUMREG2;428834.07
2016-01-01;ESVOSTOK;"АО ""ЭК ""Восток""";71;PTUMREG3;422007.35
2016-01-01;ESVOSTOK;"АО ""ЭК ""Восток""";71;PTUMREG4;423788.27
2016-01-01;ESVOSTOK;"АО ""ЭК ""Восток""";71;PTUMREG5;434713.85
2016-01-01;TUVASBYT;"АО ""Тываэнергосбыт""";93;PTUVENER;220470.71
2016-01-01;ATOMSBYT;"АО ""АтомЭнергоСбыт""";28;PTVERENE;414103
2016-01-01;TRANSERE;"ЗАО ""ТРАНССЕРВИСЭНЕРГО""";28;PTVOBSK1;414606.46
2016-01-01;TRANSERE;"ЗАО ""ТРАНССЕРВИСЭНЕРГО""";28;PTVOBSK2;417626.79
2016-01-01;TRANSERE;"ЗАО ""ТРАНССЕРВИСЭНЕРГО""";28;PTVOBSK3;415575.73
2016-01-01;TRANSERE;"ЗАО ""ТРАНССЕРВИСЭНЕРГО""";28;PTVOBSK4;415269.89
2016-01-01;ORENBENE;"ОАО ""ЭнергосбыТ Плюс""";94;PUDMURTE;432298.1
2016-01-01;ULYANENE;"ОАО ""Ульяновскэнерго""";73;PULYANEN;417164.3
2016-01-01;UGORTEKO;"АО ""ЮТЭК""";71;PUTEREK3;427094.5
2016-01-01;UGORTEKO;"АО ""ЮТЭК""";71;PUTEREK5;425039.51
2016-01-01;UGORTEKO;"АО ""ЮТЭК""";71;PUTEREK6;429785.93
2016-01-01;VOLGAESB;"АО ""Волгаэнергосбыт""";22;PVENESB1;422546.72
2016-01-01;VITIMENS;"АО ""Витимэнергосбыт""";25;PVITENSB;492908.24
2016-01-01;VLADIMEN;"ПАО ""Владимирэнергосбыт""";17;PVLADIME;416320.15
2016-01-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSI10;416448.61
2016-01-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS1;420955.5
2016-01-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS2;421853.66
2016-01-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS3;425571.48
2016-01-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS4;414881.3
2016-01-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS5;420060.49
2016-01-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS6;416344.24
2016-01-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS7;413184.77
2016-01-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS8;421639.6
2016-01-01;VLADKOMS;"ОАО ""Владимирские коммунальные системы""";17;PVLKSIS9;414441.43
2016-01-01;VOLGOGEN;"ПАО ""Волгоградэнергосбыт""";18;PVOLGOGE;494052.08
2016-01-01;VOLOGENE;"ОАО ""Вологдаэнергосбыт""";19;PVOLOGEN;445732.35
2016-01-01;VORNEGEN;"ПАО ""ТНС энерго Воронеж""";20;PVORNEGE;416978.76
2016-01-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKEN10;403929.05
2016-01-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKEN11;413463.21
2016-01-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKEN13;416807.95
2016-01-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKEN15;411861.03
2016-01-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKEN18;416709.15
2016-01-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";24;PVSKEN23;407589.5
2016-01-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";63;PVSKEN25;414050.5
2016-01-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKEN27;419768.77
2016-01-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKENE4;417156.97
2016-01-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";12;PVSKENE5;467580.52
2016-01-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";46;PVSKENE6;417222.43
2016-01-01;ELSKVATT;"ООО ""Ватт-Электросбыт""";89;PWATTEL1;420313.05
2016-01-01;YARENERG;"ПАО ""ТНС энерго Ярославль""";78;PYARENER;420189.34
2016-01-01;ZARINGES;"ООО ""Заринская горэлектросеть""";01;PZARELS1;509045.64
2016-02-01;ABAKANSB;"ООО ""Абаканэнергосбыт""";95;PABAKSB1;530044.94
2016-02-01;ABAKANSB;"ООО ""Абаканэнергосбыт""";95;PABAKSB2;535045.86
2016-02-01;ALEKSNSB;"ООО ""Алексинэнергосбыт""";70;PALEKSB1;406678.7
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE10;667551.75
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE11;665121.51
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE12;669669.11
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE13;666844.75
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE14;666360.04
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKRE15;659813.26
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN1;668093
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN2;652573.02
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN3;664195.97
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN4;669379.75
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN5;662547.97
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN6;657470.34
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN7;665305.69
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN8;665314.8
2016-02-01;ALTAIKEN;"ОАО ""Алтайкрайэнерго""";01;PALKREN9;667176.69
2016-02-01;ALTAENSB;"АО ""Алтайэнергосбыт""";01;PALTENER;655814.83
2016-02-01;ALTAENSB;"АО ""Алтайэнергосбыт""";84;PALTRESP;640746.01
2016-02-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK1;354182.59
2016-02-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK2;354387.47
2016-02-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK3;356062.13
2016-02-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK4;351768.84
2016-02-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK5;356417.62
2016-02-01;ARCTIKEN;"ООО ""Арктик-энерго""";47;PARKTIK6;346129.15
2016-02-01;ASTRHENE;"ПАО ""Астраханская энергосбытовая компания""";12;PASTRHEN;362973.89
2016-02-01;BALASHEL;"ЗАО ""БЭЛС"" (г.Балашиха)";46;PBALEST1;363149.69
2016-02-01;BARNGORS;"АО ""Барнаульская горэлектросеть""";01;PBARELS1;662776.86
2016-02-01;BASHKESK;"ООО ""ЭСКБ""";80;PBASHENE;406070.14
2016-02-01;BELGOREN;"ОАО ""Белгородэнергосбыт""";14;PBELGORE;415052.54
2016-02-01;MPBORISO;"МУП ""БЭСО"" Борисоглебского городского округа Воронежской области";20;PBORESB1;387437.97
2016-02-01;TEKENERG;"ООО ""ТЭК-Энерго""";15;PBRYANEN;362011.37
2016-02-01;BUDELSET;"ОАО ""Будённовскэнергосбыт""";07;PBUDGORS;516133.24
2016-02-01;CHITAENE;"ОАО ""Читаэнергосбыт""";81;PBURYATE;892499.18
2016-02-01;CHELENER;"ПАО ""Челябэнергосбыт""";75;PCHELENE;404379.43
2016-02-01;CHITAENE;"ОАО ""Читаэнергосбыт""";76200;PCHITAEN;761060.68
2016-02-01;CHUVENER;"АО ""Чувашская энергосбытовая компания""";97;PCHUVENE;424687.44
2016-02-01;DAGESBYT;"ПАО ""Дагестанская энергосбытовая компания""";82;PDAGENER;324946.44
2016-02-01;EKATSBKO;"ОАО ""ЕЭнС"" (г.Екатеринбург)";65;PEKELSK1;416939.87
2016-02-01;ELSETMYT;"ОАО ""Электросеть"" (г.Мытищи)";46;PELSETMT;362225
2016-02-01;EKOMFORT;"ООО ""Энергокомфорт"". Карелия""";86;PENKOMF1;311615.07
2016-02-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";41;PESVMF01;360304.03
2016-02-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";41;PESVMF02;334325.18
2016-02-01;GORELKIS;"ОАО ""ГОРЭЛЕКТРОСЕТЬ"" (г.Кисловодск)";07;PGELESKS;516314.8
2016-02-01;NEVNGORS;"ОАО ""Горэлектросеть"" г.Невинномысск";07;PGELSNV1;516497.08
2016-02-01;NEVNGORS;"ОАО ""Горэлектросеть"" г.Невинномысск";07;PGELSNV2;520775.34
2016-02-01;HANTGORS;"МП ""ГЭС"" (г.Ханты-Мансийск)";71;PGORESHM;373731.71
2016-02-01;HAKASENE;"ОАО ""Хакасэнергосбыт""";95;PHAKASEN;527518.63
2016-02-01;MRSKSKAV;"ПАО ""МРСК Северного Кавказа""";26;PINGUSHE;279520.95
2016-02-01;IRKUTSBT;"ООО ""Иркутскэнергосбыт""";25;PIRKUTEN;530927.4
2016-02-01;IVELSETI;"МУП ""Ивантеевские Электросети""";46;PIVANTES;361827.64
2016-02-01;ESKGARAN;"ООО ""ЭСК Гарант""";24;PIVENERG;415553.9
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS10;406264.63
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS11;412281.26
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS12;408589.19
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS13;415286.61
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS14;415393.76
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS15;411092.45
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS16;397680.86
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS17;414165.95
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS18;412530.77
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS19;416527.05
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENS20;415645.48
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK1;412398.13
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK2;413989.5
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK3;415208.17
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK4;407699.89
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK5;392949.04
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK6;390159.45
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK7;409858.68
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK8;405909.95
2016-02-01;IVENERSK;"ООО ""Ивановоэнергосбыт""";24;PIVENSK9;415053.97
2016-02-01;KABBAGEN;"ПАО ""Каббалкэнерго""";83;PKABBAGE;260963.54
2016-02-01;UZMEZREG;"АО ""ЮМЭК""";85;PKALMEK1;441187.54
2016-02-01;KALMENER;"АО ""Калмэнергосбыт""";85;PKALMENE;443582.21
2016-02-01;KALUGENE;"ОАО ""Калужская сбытовая компания""";29;PKALUGEN;375665.66
2016-02-01;KARELENE;"АО ""ТНС энерго Карелия""";86;PKARELEN;312436.2
2016-02-01;KCHERKEN;"АО ""Карачаево-Черкесскэнерго""";91;PKCHERKE;264553.09
2016-02-01;ORENBENE;"ОАО ""ЭнергосбыТ Плюс""";33;PKIROVEN;351374.92
2016-02-01;ATOMSBYT;"АО ""АтомЭнергоСбыт""";47;PKOLENER;351902.64
2016-02-01;KOROLSET;"АО ""Королевская электросеть СК""";46;PKORELS1;362351.12
2016-02-01;KOSTRENE;"ПАО ""Костромская сбытовая компания""";34;PKOSTREN;369405.96
2016-02-01;KRASNGOR;"ОАО ""КЭС"" (г.Красногорск)";46;PKRAELS1;363271.11
2016-02-01;KRASNGOR;"ОАО ""КЭС"" (г.Красногорск)";46;PKRAELS2;358510.59
2016-02-01;KRASNOEN;"ПАО ""Красноярскэнергосбыт""";04;PKRASNEN;537461.34
2016-02-01;KUBANESK;"ОАО ""Кубаньэнергосбыт""";03;PKUBANEN;441135.67
2016-02-01;ESVOSTOK;"АО ""ЭК ""Восток""";37;PKURGANE;505670.79
2016-02-01;ATOMSBYT;"АО ""АтомЭнергоСбыт""";38;PKURSKEN;369926.19
2016-02-01;KUZBSBYT;"ОАО ""Кузбассэнергосбыт""";32;PKUZBENE;578038.8
2016-02-01;LENENERG;"АО ""Петербургская сбытовая компания""";41;PLENENER;358907.53
2016-02-01;GORODESK;"ООО ""ГЭСК"" (г.Липецк)";42;PLGORSB1;454190.3
2016-02-01;LIPECKEN;"ОАО ""ЛЭСК"" (г.Липецк)";42;PLIPECKE;453346.17
2016-02-01;MAGNENKO;"ООО ""МЭК"" (г.Магнитогорск)";75;PMAGENKO;402291.42
2016-02-01;MARIENER;"ПАО ""ТНС энерго Марий Эл""";88;PMARIENE;351396.86
2016-02-01;METALENE;"ООО ""Металлэнергофинанс""";32;PMETALEN;546641.72
2016-02-01;MORDOVEN;"ПАО ""Мордовская энергосбытовая компания""";89;PMORDOVE;354446.67
2016-02-01;MOSENERG;"ПАО ""Мосэнергосбыт""";46;PMOSENER;358327.59
2016-02-01;RUSENSBM;"ООО ""ЭНЕРГОСБЫТХОЛДИНГ""";46;PMRUSGD1;356237.78
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR10;441759.96
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR11;441416.92
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR12;440597.19
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR13;439736.1
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR14;442117.24
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR15;441360.69
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR16;441175.68
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR17;441560.65
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR18;441434.1
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR19;441575.59
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR21;439214.35
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR22;441662.76
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR23;441731.64
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKR25;441437.71
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKRA1;440420.61
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKRA2;440424.07
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKRA3;441494.54
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKRA4;442605.91
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKRA5;439687.94
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKRA6;440653.99
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKRA7;441832.17
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKRA8;440644.7
2016-02-01;NESKKRSN;"АО ""НЭСК"" (г.Краснодар)";03;PNESKRA9;441535.53
2016-02-01;NIGNOVEN;"ПАО ""ТНС энерго НН""";22;PNIGNOVE;370041.26
2016-02-01;NOVMOSSK;"ООО ""НЭСК"" (г.Новомосковск)";70;PNOMESK1;406210.39
2016-02-01;GARENERC;"ООО ""ТНС энерго Великий Новгород""";49;PNOVGORE;320731.35
2016-02-01;SBRENERG;"ОАО ""Новосибирскэнергосбыт""";50;PNOVOSIB;686085.91
2016-02-01;NOVOYRAL;"ООО ""НУЭСК"" (г.Новоуральск)";65;PNUESBK1;417944.13
2016-02-01;CHECHENG;"АО ""Чеченэнерго""";96;PNURENER;271650.08
2016-02-01;OOONESKO;"ООО ""НЭСКО"" (г.Нижневартовск)";71;PNVAREK1;376809.81
2016-02-01;OBESPRFC;"АО ""Обеспечение РФЯЦ-ВНИИЭФ""";22;POBESPE1;370587.9
2016-02-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";28;POBOR101;375310.67
2016-02-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";17;POBOR102;372768.83
2016-02-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";17;POBOR103;374026.81
2016-02-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR104;381432.14
2016-02-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";29;POBOR106;383569.69
2016-02-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";52;POBOR107;542887.26
2016-02-01;OBORONSB;"ОАО ""Оборонэнергосбыт""";28;POBOR110;372167.7
